# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSize90P,1771201031738000000,1771201038923000000,399
AWTEventQueue.dispatchTimeAvgNs,1771201031738000000,1771201038923000000,2991793.9602649007
FlushQueue.executionTime90PNs,1771201031738000000,1771201038923000000,49919
FlushQueue.waitingTimeMaxNs,1771201031738000000,1771201038923000000,4395630591
FlushQueue.executionTimeMaxNs,1771201031738000000,1771201038923000000,18743295
FlushQueue.queueSizeMax,1771201031738000000,1771201038923000000,497
FlushQueue.tasksExecuted,1771201031738000000,1771201038923000000,1309
NonBlockingReadAction.finalizedExecutionTimeUs,1771201031738000000,1771201038923000000,35635
FlushQueue.queueSizeAvg,1771201031738000000,1771201038923000000,129.951871657754
ReadAction.executionsCount,1771201031738000000,1771201038923000000,51296
FlushQueue.executionTimeAvgNs,1771201031738000000,1771201038923000000,47342.7012987013
NonBlockingReadAction.failedExecutionTimeUs,1771201031738000000,1771201038923000000,0
AWTEventQueue.dispatchTimeTotalNS,1771201031738000000,1771201038923000000,5858234526
WriteAction.executionsCount,1771201031738000000,1771201038923000000,1
NonBlockingReadAction.finalizedExecutionsCount,1771201031738000000,1771201038923000000,15
FlushQueue.waitingTime90PNs,1771201031738000000,1771201038923000000,2701131775
NonBlockingReadAction.failedExecutionsCount,1771201031738000000,1771201038923000000,0
jps.global.get.libraries.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1771201031738000000,1771201038923000000,0
workspaceModel.save.cache.to.file.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1771201031738000000,1771201038923000000,0
jps.library.entities.serializer.save.entities.ms,1771201031738000000,1771201038923000000,0
workspaceModel.do.save.caches.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1771201031738000000,1771201038923000000,0
workspaceModel.sync.entities.ms,1771201031738000000,1771201038923000000,0
workspaceModel.load.cache.from.file.ms,1771201031738000000,1771201038923000000,0
jps.save.global.entities.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1771201031738000000,1771201038923000000,0
workspaceModel.global.apply.state.to.project.ms,1771201031738000000,1771201038923000000,0
workspaceModel.global.updates.count,1771201031738000000,1771201038923000000,0
workspaceModel.load.cache.metadata.from.file.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1771201031738000000,1771201038923000000,0
jps.global.handle.changed.events.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1771201031738000000,1771201038923000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1771201031738000000,1771201038923000000,0
jps.global.initialize.library.bridges.ms,1771201031738000000,1771201038923000000,0
jps.library.entities.serializer.load.entities.ms,1771201031738000000,1771201038923000000,0
jps.load.initial.state.ms,1771201031738000000,1771201038923000000,16
jps.global.handle.before.change.events.ms,1771201031738000000,1771201038923000000,0
jps.app.storage.content.reader.load.component.ms,1771201031738000000,1771201038923000000,0
jps.global.get.library.by.name.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1771201031738000000,1771201038923000000,0
jps.global.get.library.ms,1771201031738000000,1771201038923000000,0
jps.global.initialize.library.bridges.after.loading.ms,1771201031738000000,1771201038923000000,4
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1771201031738000000,1771201038923000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1771201031738000000,1771201038923000000,0
workspaceModel.global.updates.ms,1771201031738000000,1771201038923000000,0
workspaceModel.mutableEntityStorage.instances.count,1771201031738000000,1771201038923000000,3
workspaceModel.mutableEntityStorage.entities.ms,1771201031738000000,1771201038923000000,4
VFS.invertedFileNameIndex.requests,1771201031738000000,1771201038923000000,0
VFS.fileChildByName,1771201031738000000,1771201038923000000,13
VFS.fileByIdCache.misses,1771201031738000000,1771201038923000000,0
VFS.fileByIdCache.hits,1771201031738000000,1771201038923000000,0
