# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalHeapBytesAllocated,1771189963307000000,1771189970271000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1771189963307000000,1771189970271000000,41943040
FilePageCache.maxCacheSizeInBytes,1771189963307000000,1771189970271000000,202375168
FilePageCache.totalPageDisposalsUs,1771189963307000000,1771189970271000000,941
FilePageCacheLockFree.totalPagesReadMs,1771189963307000000,1771189970271000000,0
MappedFileStorage.storages,1771189963307000000,1771189970271000000,0
FilePageCacheLockFree.totalPagesWriteMs,1771189963307000000,1771189970271000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1771189963307000000,1771189970271000000,0
FilePageCacheLockFree.totalPagesRequested,1771189963307000000,1771189970271000000,0
DirectByteBufferAllocator.reclaimed,1771189963307000000,1771189970271000000,43
FilePageCacheLockFree.heapBytesInUse,1771189963307000000,1771189970271000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1771189963307000000,1771189970271000000,0
DirectByteBufferAllocator.misses,1771189963307000000,1771189970271000000,193
FilePageCacheLockFree.totalPagesReclaimed,1771189963307000000,1771189970271000000,0
FilePageCache.capacityInBytes,1771189963307000000,1771189970271000000,503316478
FilePageCache.pageFastCacheHits,1771189963307000000,1771189970271000000,3874
FilePageCache.totalPageLoadsUs,1771189963307000000,1771189970271000000,103337
DirectByteBufferAllocator.disposed,1771189963307000000,1771189970271000000,153
FileChannelInterruptsRetryer.totalRetriedAttempts,1771189963307000000,1771189970271000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1771189963307000000,1771189970271000000,41943040
FilePageCacheLockFree.totalClosedStoragesReclaimed,1771189963307000000,1771189970271000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1771189963307000000,1771189970271000000,0
StorageLockContext.competingThreads.avg,1771189963307000000,1771189970271000000,0.0
FilePageCacheLockFree.totalNativeBytesReclaimed,1771189963307000000,1771189970271000000,0
MappedFileStorage.totalBytesMapped,1771189963307000000,1771189970271000000,0
FilePageCacheLockFree.totalBytesRead,1771189963307000000,1771189970271000000,0
FilePageCacheLockFree.totalPagesAllocated,1771189963307000000,1771189970271000000,0
DirectByteBufferAllocator.hits,1771189963307000000,1771189970271000000,3
FilePageCacheLockFree.totalBytesRequested,1771189963307000000,1771189970271000000,0
cacheStateStorage.set.duration,1771189963307000000,1771189970271000000,0
cacheStateStorage.get.counter,1771189963307000000,1771189970271000000,10
cacheStateStorage.get.duration,1771189963307000000,1771189970271000000,0
cacheStateStorage.set.counter,1771189963307000000,1771189970271000000,0
VFS.invertedFileNameIndex.requests,1771189963307000000,1771189970271000000,0
VFS.fileByIdCache.misses,1771189963307000000,1771189970271000000,0
VFS.fileByIdCache.hits,1771189963307000000,1771189970271000000,0
VFS.fileChildByName,1771189963307000000,1771189970271000000,13
